Age,JobLevel,MonthlyIncome,YearsAtCompany,StockOptionLevel,DistanceFromHome,OverTime,WorkLifeBalance,JobSatisfaction,Attrition
40,4,13235.0,7,2,18,No,4,4,No
24,1,2902.0,0,0,7,No,3,1,Yes
53,5,21402.0,17,3,13,Yes,2,2,Yes
23,1,3329.0,0,0,19,No,4,1,Yes
32,4,13608.0,7,3,13,Yes,3,3,Yes
36,4,13817.0,6,3,11,Yes,3,2,Yes
29,1,3052.0,0,0,16,No,4,1,Yes
43,4,13582.0,4,2,15,Yes,2,2,Yes
25,1,3117.0,3,0,6,No,3,1,Yes
26,2,5211.0,3,0,16,Yes,2,1,Yes
41,1,3405.0,1,0,14,No,3,1,Yes
33,4,13569.0,4,3,15,No,3,1,No
43,5,21457.0,16,3,15,No,4,4,No
27,1,3188.0,0,0,17,No,3,3,Yes
31,3,9128.0,4,0,24,No,3,1,Yes
38,3,7987.0,1,1,9,No,4,3,No
51,4,13998.0,5,1,10,No,3,4,No
35,1,3123.0,1,0,8,No,4,2,Yes
39,5,19693.0,9,3,21,No,3,4,No
39,3,9753.0,6,1,2,No,4,4,No
22,2,5456.0,1,0,10,No,4,3,Yes
29,2,5923.0,2,1,7,No,4,2,Yes
46,5,20525.0,14,3,21,No,4,4,No
33,3,9400.0,3,2,14,No,3,1,Yes
29,1,3597.0,2,0,13,No,3,1,Yes
27,3,9320.0,2,3,7,No,4,2,No
45,5,20471.0,8,3,23,No,3,4,No
29,5,19122.0,2,3,16,No,4,3,No
29,3,8001.0,2,2,10,Yes,2,2,Yes
27,1,3394.0,2,0,8,No,4,2,Yes
40,2,5681.0,3,1,4,No,4,3,No
31,5,18908.0,1,3,10,No,4,4,No
39,2,5623.0,3,0,8,No,3,1,Yes
38,4,13998.0,6,2,11,No,4,3,No
25,1,3535.0,2,0,15,Yes,2,1,Yes
44,4,12669.0,3,2,6,No,3,3,No
40,4,13279.0,10,2,7,No,3,3,No
34,1,3410.0,2,0,14,No,4,2,Yes
29,2,5701.0,5,1,5,No,3,1,Yes
20,2,6090.0,0,2,12,No,4,2,No
35,2,6834.0,8,0,13,No,4,3,Yes
29,4,13468.0,3,1,9,No,4,3,No
51,5,20546.0,14,3,4,No,4,4,No
26,1,3369.0,3,0,5,Yes,2,1,Yes
32,3,10461.0,9,3,21,No,4,4,No
28,1,3734.0,0,0,15,No,3,1,Yes
28,3,8313.0,4,1,13,No,3,2,Yes
37,3,9199.0,7,3,6,No,3,3,No
37,4,13932.0,4,1,11,No,4,4,No
34,1,3661.0,4,0,13,No,3,1,Yes
24,3,9057.0,1,2,2,No,3,4,No
34,2,5212.0,2,0,5,Yes,3,1,Yes
48,5,21029.0,14,3,5,No,4,4,No
45,4,13780.0,8,3,8,No,4,3,No
29,1,2697.0,2,0,19,No,4,1,Yes
30,2,5952.0,1,1,10,No,4,4,No
43,1,3904.0,5,0,6,No,3,3,No
32,1,3787.0,5,0,9,No,4,3,Yes
56,5,19997.0,14,3,6,No,2,3,No
29,2,6000.0,3,0,15,Yes,3,2,Yes
26,4,12889.0,1,2,25,No,4,4,No
28,2,5791.0,0,1,12,No,3,2,Yes
40,2,6206.0,4,1,8,No,3,2,Yes
52,4,14988.0,16,2,8,No,3,2,No
54,2,5960.0,5,0,16,No,3,1,Yes
29,2,5064.0,0,0,17,Yes,2,1,Yes
55,5,19779.0,5,3,16,No,3,4,No
19,1,3323.0,0,0,4,No,3,1,Yes
37,5,20255.0,5,3,18,No,3,4,No
40,3,9864.0,11,1,4,No,4,3,No
31,1,3594.0,1,0,27,No,3,1,Yes
50,4,13598.0,7,2,24,No,4,3,No
29,3,9050.0,1,2,12,No,3,2,Yes
36,5,19131.0,7,3,24,No,4,4,No
42,5,21062.0,18,3,23,No,3,4,No
30,2,6183.0,6,0,6,Yes,3,1,Yes
41,4,13102.0,3,3,13,No,4,4,No
22,2,5633.0,0,1,14,Yes,2,1,Yes
20,3,8405.0,0,2,14,Yes,2,1,Yes
22,3,8547.0,0,3,5,No,3,1,Yes
25,1,2988.0,1,0,13,No,4,1,Yes
36,2,6075.0,5,0,12,No,3,1,Yes
52,5,22507.0,27,3,13,No,3,4,No
48,4,13368.0,6,1,25,No,3,2,No
29,3,8283.0,1,1,7,No,3,2,Yes
44,4,13170.0,2,3,15,No,4,4,No
36,2,6309.0,4,1,14,Yes,2,1,Yes
28,1,2809.0,2,0,8,No,4,2,Yes
36,3,9358.0,4,2,4,Yes,2,1,Yes
27,5,19740.0,5,3,25,No,3,4,No
31,2,5581.0,2,0,18,No,3,1,Yes
48,4,13878.0,7,1,7,No,3,2,Yes
52,5,21048.0,22,3,7,No,4,4,No
25,1,3064.0,1,0,9,No,3,1,Yes
32,1,3746.0,1,0,2,No,3,1,Yes
49,4,14229.0,5,3,18,No,3,1,Yes
48,5,19570.0,8,3,25,Yes,2,2,Yes
33,2,5705.0,0,0,11,No,4,3,No
58,5,20912.0,16,3,10,No,4,3,No
30,2,6283.0,1,0,11,Yes,3,2,Yes
25,1,3955.0,1,0,11,Yes,3,2,Yes
33,4,13477.0,0,3,13,No,3,4,No
50,4,14668.0,11,2,2,Yes,3,2,No
24,2,5593.0,2,0,5,No,3,2,Yes
22,1,3105.0,1,0,7,No,4,3,Yes
27,2,6189.0,2,1,17,No,4,4,No
42,5,20228.0,12,3,4,No,3,4,No
40,2,6024.0,4,0,19,Yes,2,1,Yes
28,4,14159.0,6,3,9,No,3,3,No
34,3,8765.0,6,2,5,No,4,2,Yes
39,4,14057.0,7,2,23,No,3,4,No
23,1,3269.0,1,0,1,Yes,2,1,Yes
25,3,9181.0,0,2,21,No,3,3,Yes
35,3,8941.0,2,2,5,No,4,3,No
29,2,5088.0,0,1,14,No,4,3,No
32,2,5600.0,1,0,15,No,3,1,Yes
26,2,5643.0,4,1,7,No,3,2,No
36,2,5834.0,3,1,5,No,4,3,No
26,1,3112.0,5,0,12,No,4,1,Yes
32,3,8363.0,4,1,12,Yes,2,1,Yes
31,2,6406.0,3,2,14,No,3,1,Yes
22,3,8036.0,0,2,3,No,3,2,No
51,5,20337.0,14,3,12,No,3,3,No
51,5,20118.0,5,3,6,No,3,4,No
33,4,14588.0,8,2,5,Yes,2,3,Yes
35,1,2757.0,1,0,19,No,3,1,Yes
46,3,9176.0,7,1,21,No,4,3,No
56,4,13007.0,1,3,9,Yes,2,2,Yes
45,5,19450.0,7,3,8,No,3,4,No
29,2,6433.0,3,0,7,No,4,3,Yes
53,5,20204.0,12,3,14,No,4,4,No
23,1,3150.0,1,0,8,No,3,2,Yes
27,2,5442.0,3,2,6,No,3,1,Yes
36,2,6101.0,2,1,6,Yes,3,1,Yes
24,2,4831.0,0,2,6,No,3,1,Yes
39,4,14460.0,10,1,12,No,3,3,No
26,1,2528.0,1,0,9,No,4,2,Yes
51,5,20683.0,14,3,18,No,3,3,No
34,4,12945.0,2,3,10,No,4,4,No
44,5,19916.0,9,3,22,No,4,4,No
23,2,5784.0,1,0,7,No,4,4,No
28,3,9578.0,3,2,12,Yes,3,3,No
33,1,3648.0,5,0,9,No,4,4,No
32,4,13568.0,5,1,25,No,4,3,No
30,2,5826.0,5,0,11,No,3,3,Yes
37,4,14344.0,10,3,8,Yes,2,4,No
50,5,20518.0,14,3,10,Yes,3,4,No
34,3,8264.0,0,2,7,No,3,2,No
42,5,19863.0,9,3,7,No,4,4,No
31,2,6157.0,2,0,4,No,3,1,Yes
39,5,20387.0,8,3,8,Yes,2,3,No
32,2,5553.0,1,1,13,No,3,1,Yes
25,2,5122.0,1,1,24,Yes,4,3,Yes
21,1,3451.0,1,0,4,Yes,3,1,Yes
31,2,4951.0,0,0,7,Yes,2,1,Yes
31,2,5854.0,1,1,2,No,4,3,No
32,4,12938.0,2,3,10,No,4,2,No
29,1,2415.0,1,0,8,No,4,2,Yes
42,3,8524.0,0,1,9,No,4,3,No
45,5,20438.0,10,3,12,Yes,2,4,No
53,5,21451.0,17,3,9,No,4,4,No
32,5,19625.0,3,3,18,Yes,2,2,Yes
39,1,2011.0,0,0,8,No,4,2,Yes
33,2,5983.0,4,0,14,No,4,2,Yes
24,4,13404.0,0,3,14,No,3,2,No
31,2,5466.0,3,2,21,No,4,2,Yes
31,3,9149.0,2,0,6,No,4,3,Yes
33,3,8874.0,7,1,10,No,3,1,Yes
39,3,9459.0,5,2,22,No,3,2,Yes
33,3,8864.0,5,1,15,No,3,3,Yes
34,3,8934.0,8,2,18,No,3,2,Yes
27,1,2544.0,1,0,9,Yes,2,1,Yes
35,2,5385.0,1,1,19,No,4,3,No
47,5,20115.0,10,3,10,No,4,4,No
27,2,5589.0,1,2,21,No,4,2,No
54,3,8450.0,3,1,6,No,4,3,No
33,5,19178.0,3,3,5,No,4,4,No
34,2,6296.0,4,1,10,No,3,1,Yes
28,3,8878.0,3,2,17,No,3,2,Yes
47,5,20422.0,12,3,7,No,4,4,No
31,3,8621.0,4,2,19,No,4,3,No
35,3,8892.0,2,0,10,No,3,2,Yes
38,5,20307.0,10,3,7,No,3,4,No
48,5,20634.0,9,3,9,No,3,2,Yes
30,2,6295.0,5,0,14,No,3,1,Yes
35,2,6645.0,6,1,6,Yes,2,1,Yes
38,4,14562.0,10,1,7,Yes,3,2,Yes
48,2,5958.0,5,2,14,No,4,4,No
31,2,6031.0,2,0,10,No,3,1,Yes
43,5,19625.0,7,3,26,No,3,4,No
47,5,19400.0,5,3,4,No,3,4,No
28,3,9188.0,3,1,4,No,3,3,No
30,2,5930.0,2,0,5,No,4,3,Yes
56,5,21314.0,21,3,16,No,4,4,No
38,2,5868.0,5,0,8,No,4,2,No
21,2,5559.0,0,1,22,No,4,2,Yes
33,4,13632.0,5,3,5,No,4,4,No
24,1,3254.0,1,0,6,Yes,2,1,Yes
37,4,14447.0,6,2,8,Yes,2,2,Yes
42,2,6165.0,5,0,22,No,3,1,Yes
34,4,14259.0,7,2,14,No,3,3,No
44,5,19961.0,7,3,4,Yes,3,4,No
24,1,3471.0,1,0,5,No,4,1,Yes
50,5,22100.0,17,3,12,No,3,4,No
52,5,19780.0,4,3,5,No,3,4,No
22,1,3502.0,1,0,19,No,3,1,Yes
32,4,13428.0,7,3,12,No,4,4,No
50,5,21594.0,14,3,4,No,3,4,No
32,3,8307.0,0,0,6,No,3,2,Yes
29,3,8773.0,2,2,14,No,4,4,No
51,5,20469.0,10,3,14,Yes,3,4,No
36,2,5079.0,1,1,3,Yes,2,1,Yes
32,4,14199.0,6,3,24,No,3,3,No
53,5,21743.0,18,3,1,No,3,4,No
30,1,3236.0,1,0,8,Yes,2,1,Yes
50,5,21446.0,17,3,4,No,3,4,No
21,3,8471.0,0,2,6,No,3,2,Yes
47,3,8627.0,6,2,9,No,3,2,No
47,3,8867.0,3,2,14,No,3,1,Yes
32,3,8687.0,3,0,5,No,4,2,Yes
31,4,13551.0,8,2,12,No,3,4,No
29,3,8542.0,1,0,13,Yes,2,1,Yes
26,1,3727.0,3,0,11,No,4,3,Yes
36,3,7468.0,0,2,5,No,3,3,No
49,5,20279.0,11,3,8,No,4,4,No
26,2,5184.0,1,0,26,No,4,3,Yes
39,3,8577.0,1,0,16,No,3,2,Yes
29,1,2698.0,1,0,15,No,3,2,Yes
42,5,20125.0,7,3,4,No,4,4,No
42,2,5811.0,3,0,6,No,4,3,No
20,1,2377.0,0,0,5,No,3,1,Yes
42,3,9148.0,4,1,7,No,4,2,No
39,4,13656.0,5,3,13,No,3,2,Yes
31,4,12716.0,1,3,13,Yes,2,1,Yes
30,1,3089.0,0,0,8,Yes,3,1,Yes
51,5,19777.0,14,3,26,No,3,3,No
29,1,3057.0,0,0,2,No,3,1,Yes
25,1,3300.0,0,0,6,No,3,1,Yes
36,3,9035.0,4,2,12,No,3,1,Yes
30,3,9729.0,6,1,9,No,3,4,Yes
40,5,19106.0,3,3,21,Yes,2,4,No
37,1,3538.0,3,0,13,No,3,2,Yes
43,3,9073.0,3,3,21,No,4,1,Yes
37,3,7956.0,2,2,8,No,2,1,Yes
30,1,3279.0,1,0,5,No,3,2,Yes
25,2,5648.0,1,0,6,No,4,2,Yes
53,5,19046.0,1,3,9,No,3,2,No
44,2,5261.0,1,0,5,No,3,1,Yes
27,4,14134.0,4,2,11,No,4,4,No
30,2,5855.0,1,2,8,No,3,2,Yes
33,5,19825.0,4,3,10,No,4,4,No
52,5,20078.0,7,3,19,No,3,4,No
46,5,20325.0,8,3,7,No,3,2,No
26,3,8164.0,1,1,23,No,3,2,No
22,2,5252.0,0,0,10,No,3,2,Yes
31,3,8693.0,6,1,9,No,4,3,No
29,1,2412.0,1,0,12,No,3,2,Yes
40,1,4656.0,11,0,10,Yes,3,2,Yes
26,2,5248.0,1,1,16,No,4,1,Yes
25,1,3041.0,0,0,7,No,3,1,Yes
43,4,13858.0,3,1,11,No,3,3,No
22,1,2446.0,1,0,18,No,3,2,Yes
24,2,5866.0,1,0,16,Yes,1,1,Yes
19,1,2749.0,0,0,11,Yes,3,1,Yes
35,4,13038.0,1,3,7,Yes,2,3,No
43,5,21349.0,15,3,5,No,3,4,No
34,1,3093.0,5,0,9,Yes,3,1,Yes
35,2,5582.0,6,2,12,No,4,4,No
44,1,2250.0,0,0,7,No,3,2,Yes
57,5,19860.0,5,3,13,No,3,4,No
33,1,3394.0,6,0,3,No,3,1,Yes
47,4,14752.0,13,3,3,No,3,2,No
36,2,6019.0,1,0,14,No,4,3,Yes
27,1,3185.0,1,0,8,No,4,2,Yes
26,1,2453.0,1,0,7,Yes,2,1,Yes
43,2,5499.0,1,3,11,Yes,2,2,Yes
36,5,19559.0,7,3,6,No,3,3,No
36,2,5009.0,1,0,4,Yes,2,1,Yes
39,3,8864.0,5,0,7,No,4,3,No
28,3,8694.0,3,2,10,No,4,2,No
23,1,3381.0,1,0,13,No,3,1,Yes
30,4,13386.0,4,3,4,No,3,2,No
35,4,13566.0,5,2,8,No,3,2,No
27,4,13624.0,5,3,18,No,4,4,No
38,5,19222.0,3,3,6,No,4,4,No
29,1,3974.0,3,0,4,No,4,4,No
37,4,13988.0,5,2,12,No,3,3,No
36,4,14605.0,2,2,8,No,4,4,No
56,5,19153.0,3,3,18,No,4,4,No
42,4,14182.0,10,3,7,No,4,3,No
30,2,5649.0,4,1,26,No,3,1,Yes
38,2,4989.0,2,1,6,No,4,2,Yes
32,1,3017.0,0,0,22,No,3,1,Yes
53,5,20472.0,18,3,5,No,3,4,No
53,5,20611.0,9,3,7,No,3,3,No
49,5,21122.0,14,3,10,No,4,4,No
36,4,13344.0,2,1,20,No,4,3,No
43,2,5014.0,0,0,9,No,4,2,Yes
47,2,6782.0,11,1,17,No,3,2,No
25,1,2644.0,0,0,12,No,4,2,Yes
37,3,10572.0,12,3,10,No,3,1,Yes
35,2,5873.0,4,2,7,No,4,2,No
30,1,2860.0,1,0,14,No,3,1,Yes
57,5,20638.0,12,3,6,No,4,4,No
36,5,19248.0,4,3,5,No,4,3,No
28,4,13511.0,3,3,7,No,3,4,No
29,3,8917.0,4,2,10,No,3,3,No
42,3,8961.0,1,2,17,No,3,2,Yes
37,3,9079.0,1,3,10,No,4,2,No
24,2,5738.0,0,1,9,No,3,1,Yes
26,2,5984.0,3,0,13,No,3,2,Yes
27,2,5333.0,1,1,7,No,3,3,Yes
40,4,13677.0,5,2,15,No,4,4,No
32,3,8322.0,0,3,10,Yes,2,2,Yes
22,1,3365.0,1,0,6,No,3,4,No
29,4,13176.0,4,3,4,No,3,2,No
33,1,3670.0,1,0,23,No,3,2,Yes
31,2,6114.0,4,0,9,No,4,2,Yes
37,2,5796.0,1,1,26,No,3,3,Yes
44,4,12412.0,3,3,8,No,4,4,No
25,2,7123.0,2,0,12,No,3,2,Yes
33,1,2457.0,0,0,18,No,3,1,Yes
41,3,8935.0,4,2,13,No,3,2,Yes
28,3,8330.0,1,2,5,No,4,4,No
44,3,10206.0,8,2,12,No,3,3,No
35,3,8734.0,3,1,16,No,4,2,Yes
27,2,4989.0,0,0,5,No,3,2,Yes
32,1,3012.0,1,0,8,No,4,2,Yes
30,2,5398.0,3,0,18,No,4,4,No
36,5,19555.0,2,3,2,No,3,3,No
39,2,5385.0,1,0,5,No,4,3,Yes
35,1,3398.0,2,0,6,No,4,3,No
55,2,6103.0,2,0,16,No,4,2,Yes
33,1,3041.0,0,0,11,No,4,2,Yes
42,5,20020.0,10,3,2,No,3,3,No
22,1,2918.0,0,0,5,No,2,1,Yes
40,4,15075.0,12,3,9,No,4,4,No
30,3,9312.0,4,1,16,Yes,2,1,Yes
31,2,5436.0,0,0,10,No,3,3,Yes
42,3,10013.0,10,1,8,No,4,4,No
49,5,20632.0,10,3,3,No,4,4,No
32,2,6136.0,3,0,23,No,3,4,Yes
33,3,7951.0,0,1,12,Yes,2,1,Yes
50,5,19917.0,6,3,8,No,4,4,No
32,2,5999.0,4,1,14,No,4,3,Yes
30,1,2929.0,0,0,6,No,3,1,Yes
31,4,14471.0,7,2,6,Yes,2,1,Yes
51,4,13726.0,5,3,17,No,3,3,No
34,4,13227.0,4,3,9,No,3,4,No
23,1,3053.0,0,0,7,No,4,1,Yes
24,1,2408.0,0,0,20,No,3,1,Yes
36,4,13928.0,7,3,14,No,3,3,No
24,2,4846.0,0,0,18,Yes,3,1,Yes
22,1,2659.0,0,0,15,No,4,3,Yes
31,2,6795.0,4,1,26,No,4,2,Yes
27,2,6261.0,2,1,20,No,3,1,Yes
22,1,3546.0,1,0,10,No,4,1,Yes
42,3,9439.0,2,1,12,No,3,2,Yes
24,1,3609.0,3,0,11,No,4,2,Yes
45,5,20312.0,12,3,16,No,4,4,No
34,3,9190.0,5,2,17,Yes,2,1,Yes
49,2,5506.0,4,0,18,No,3,2,Yes
29,4,13964.0,6,2,6,No,4,4,No
21,1,3441.0,1,0,7,Yes,2,1,Yes
39,3,8928.0,5,2,23,No,3,2,Yes
27,3,8771.0,4,3,10,Yes,2,1,Yes
38,3,8629.0,1,0,10,No,4,4,No
29,2,5476.0,0,2,11,Yes,2,2,Yes
26,1,3427.0,1,0,5,No,3,3,No
30,2,5569.0,0,3,7,Yes,3,3,Yes
37,3,8966.0,3,2,5,No,3,2,No
32,2,6254.0,2,1,7,No,3,2,Yes
38,1,2840.0,4,0,5,Yes,3,3,Yes
35,3,9099.0,9,0,6,No,3,2,Yes
48,5,19162.0,2,3,7,No,3,3,No
57,5,19579.0,5,3,6,No,3,3,No
28,3,8924.0,1,0,26,No,4,4,No
39,4,13236.0,4,1,2,No,4,3,No
33,4,13588.0,8,2,4,No,3,2,No
40,1,4248.0,5,0,10,No,3,2,Yes
42,4,13372.0,6,2,19,No,3,3,No
37,3,9307.0,5,1,16,No,4,1,Yes
25,1,3116.0,1,0,7,No,3,2,Yes
26,1,3154.0,2,0,25,No,3,1,Yes
39,4,13690.0,1,2,14,No,3,2,No
36,3,9044.0,5,3,4,No,3,2,No
43,3,9356.0,6,1,3,No,4,4,No
46,4,14018.0,3,3,18,No,3,3,No
48,5,19605.0,5,3,20,No,3,4,No
24,1,3488.0,2,0,22,No,4,2,Yes
45,4,14262.0,14,3,13,Yes,3,4,No
30,5,20078.0,7,3,5,No,4,4,No
47,2,6222.0,6,2,4,No,3,1,Yes
42,5,19729.0,10,3,7,Yes,3,3,No
34,1,3401.0,1,0,5,No,4,2,Yes
42,4,13504.0,4,3,6,No,4,3,No
32,1,3508.0,5,0,5,No,4,2,Yes
38,4,14638.0,6,2,5,No,3,4,No
37,2,6719.0,7,1,13,Yes,2,1,Yes
57,4,13743.0,2,3,3,Yes,2,2,Yes
41,5,19976.0,11,3,22,No,4,4,No
22,2,5759.0,0,1,3,No,4,2,Yes
35,2,5790.0,4,2,5,Yes,2,1,Yes
30,1,4116.0,1,0,12,No,4,2,Yes
45,4,13323.0,4,2,18,No,4,3,No
41,3,8448.0,1,1,6,No,3,2,Yes
26,4,12932.0,3,3,4,No,3,2,No
34,4,14254.0,12,2,20,No,3,3,No
32,3,9081.0,6,3,10,No,3,2,No
32,2,6752.0,8,1,21,No,4,3,Yes
56,4,13181.0,2,1,17,Yes,3,3,No
39,3,10034.0,7,1,16,No,3,4,No
37,4,15025.0,14,3,5,No,3,4,No
50,5,20314.0,13,3,5,No,3,4,No
26,1,3506.0,2,0,8,Yes,3,1,Yes
30,3,8717.0,2,2,21,No,4,3,No
32,5,18719.0,1,3,8,Yes,3,3,No
27,2,5925.0,4,0,17,No,4,1,Yes
31,1,3548.0,4,0,23,No,3,1,Yes
28,1,3192.0,3,0,4,No,3,1,Yes
47,5,19703.0,5,3,13,Yes,2,4,No
35,5,19963.0,3,3,9,No,4,3,No
39,3,9646.0,10,0,10,No,3,2,Yes
30,1,2656.0,3,0,16,No,3,2,Yes
23,1,3035.0,1,0,9,No,4,2,Yes
50,5,20609.0,9,3,7,No,4,4,No
24,1,3543.0,3,0,2,No,4,2,Yes
36,4,14827.0,9,3,4,No,4,3,No
34,5,20120.0,6,3,4,No,3,3,No
34,1,3339.0,0,0,18,No,4,1,Yes
36,5,19644.0,6,3,17,No,3,2,No
36,1,3946.0,6,0,27,No,3,2,Yes
37,1,3134.0,4,0,6,No,4,2,Yes
34,3,8178.0,2,2,17,No,4,3,No
32,3,8973.0,0,2,24,No,3,3,No
31,1,4047.0,5,0,4,No,3,1,Yes
37,2,6249.0,12,0,16,No,4,1,Yes
23,1,3410.0,1,0,7,No,4,1,Yes
40,3,9157.0,3,2,21,No,3,3,No
44,3,9410.0,6,1,2,No,3,2,No
29,2,7008.0,6,1,14,No,3,1,Yes
28,2,5153.0,2,1,10,No,3,1,Yes
22,1,3007.0,2,0,16,Yes,2,2,Yes
46,2,5448.0,2,0,11,No,4,3,No
37,2,6563.0,5,1,5,No,4,2,Yes
55,4,14659.0,12,2,15,No,3,2,No
28,1,3769.0,4,0,14,Yes,3,1,Yes
44,1,2863.0,1,0,7,No,4,3,Yes
28,1,2983.0,1,0,5,No,4,2,Yes
40,5,20211.0,9,3,20,No,4,4,No
33,2,5649.0,3,0,25,No,4,4,No
43,5,20709.0,10,3,2,Yes,2,3,No
22,1,4158.0,0,0,17,Yes,2,1,Yes
29,2,6263.0,4,1,5,No,4,1,Yes
47,5,20083.0,13,3,7,Yes,2,2,Yes
32,1,2900.0,1,0,2,No,3,1,Yes
55,5,20599.0,10,3,11,No,3,2,No
36,4,13055.0,2,2,7,No,4,4,No
31,2,7014.0,8,2,25,No,4,2,Yes
46,5,21474.0,14,3,3,No,4,4,No
49,4,14167.0,10,1,4,No,4,3,No
24,1,3148.0,1,0,18,No,4,2,Yes
42,4,14280.0,9,3,28,No,4,3,No
46,5,19749.0,7,3,2,Yes,2,4,No
25,1,2886.0,0,0,14,No,3,4,No
21,1,2943.0,0,0,7,Yes,2,1,Yes
57,5,20276.0,14,3,4,No,4,4,No
41,2,5824.0,2,1,6,No,3,1,Yes
28,2,6278.0,2,1,12,No,3,3,Yes
52,5,20515.0,8,3,5,No,4,4,No
46,5,20483.0,10,3,5,No,4,4,No
50,5,20626.0,19,3,11,No,3,4,No
28,3,8866.0,3,1,14,No,3,2,Yes
30,4,13430.0,4,2,23,Yes,2,3,Yes
54,3,9529.0,9,1,15,Yes,2,1,Yes
41,5,19786.0,8,3,11,No,3,3,No
37,4,13011.0,1,3,3,Yes,2,1,Yes
24,1,3258.0,1,0,11,No,3,1,Yes
28,2,5545.0,0,0,7,No,3,1,Yes
31,3,8344.0,0,3,6,Yes,3,3,Yes
30,3,9207.0,6,0,17,Yes,2,2,Yes
21,3,8676.0,0,1,10,Yes,3,3,Yes
49,5,20126.0,5,3,10,No,4,4,No
41,4,13383.0,3,3,26,No,4,4,No
30,1,3385.0,3,0,16,No,3,2,Yes
44,2,5996.0,5,0,15,Yes,2,2,Yes
29,2,5816.0,1,1,18,No,4,3,Yes
35,1,3292.0,2,0,9,Yes,2,2,Yes
39,5,19879.0,7,3,6,No,3,4,No
36,4,13729.0,3,2,9,No,4,4,No
43,4,13192.0,1,0,5,No,3,3,Yes
43,3,8857.0,7,0,6,No,3,1,Yes
29,3,9946.0,7,1,13,Yes,2,1,Yes
28,3,9175.0,4,1,11,No,4,3,No
26,1,2896.0,0,0,21,No,4,2,Yes
36,3,8199.0,4,0,10,No,3,2,Yes
33,1,4157.0,6,0,19,No,4,3,No
32,5,19073.0,5,3,5,No,3,3,No
37,4,13621.0,4,2,8,No,4,4,No
51,4,13484.0,5,3,4,No,4,4,No
26,2,5764.0,0,1,13,No,4,1,Yes
31,4,13668.0,7,3,12,No,3,1,Yes
40,5,20520.0,10,3,10,No,4,4,No
30,3,8705.0,3,1,8,No,3,1,Yes
43,3,9195.0,9,0,17,No,4,3,Yes
44,5,19739.0,5,3,4,No,4,4,No
41,5,19823.0,9,3,6,No,3,4,No
44,2,6000.0,6,0,14,No,4,3,No
24,1,3695.0,1,0,4,No,3,1,Yes
34,5,20458.0,13,3,4,No,3,2,No
29,1,2754.0,1,0,12,No,3,1,Yes
29,2,6342.0,2,0,17,Yes,2,1,Yes
26,1,2456.0,0,0,9,No,3,2,Yes
43,4,13471.0,7,2,5,No,4,4,No
22,1,3394.0,0,0,10,No,3,2,Yes
24,3,8406.0,1,2,20,No,3,2,Yes
24,1,3597.0,0,0,14,Yes,2,1,Yes
33,1,3357.0,2,0,15,No,3,1,Yes
28,3,8702.0,4,0,14,No,4,4,No
33,3,9655.0,4,2,7,Yes,2,1,Yes
46,5,20103.0,13,3,8,Yes,2,1,Yes
56,5,20859.0,15,3,4,No,3,3,No
39,3,8364.0,0,2,7,No,4,4,No
30,4,13891.0,4,3,15,No,4,2,No
25,2,4899.0,0,1,8,No,4,3,No
33,2,5978.0,4,1,10,No,3,1,Yes
25,1,3664.0,1,0,11,No,4,2,Yes
36,4,13259.0,4,2,13,No,3,2,No
39,4,14516.0,11,3,11,No,2,2,Yes
23,1,3118.0,1,0,11,No,4,3,Yes
58,5,22564.0,23,3,12,No,3,3,No
27,2,6581.0,4,0,2,No,3,2,Yes
30,1,3490.0,3,0,7,Yes,2,1,Yes
25,2,6174.0,1,1,4,No,3,1,Yes
33,4,13528.0,2,2,11,No,4,4,No
56,5,20193.0,10,3,5,Yes,3,4,No
32,2,6140.0,0,0,9,No,3,1,Yes
52,4,13268.0,5,3,19,No,4,3,No
43,2,6410.0,3,1,12,No,3,2,Yes
33,1,3360.0,3,0,6,No,3,1,Yes
51,1,2980.0,0,0,20,No,4,4,No
20,1,2758.0,0,0,19,No,3,1,Yes
43,1,3575.0,5,0,14,No,4,4,No
41,5,19822.0,10,3,12,No,3,4,No
41,4,13438.0,2,3,17,No,3,3,No
39,1,3089.0,0,0,1,Yes,3,1,Yes
29,1,3033.0,2,0,6,No,3,1,Yes
31,2,5952.0,0,0,3,No,3,1,Yes
31,5,19010.0,0,3,18,No,4,2,No
32,2,6968.0,3,2,11,Yes,2,1,Yes
43,3,8902.0,0,2,14,No,4,2,Yes
39,3,9055.0,1,2,10,No,3,3,No
22,1,3230.0,0,0,17,No,4,2,Yes
21,2,4964.0,0,0,13,No,3,1,Yes
27,3,8658.0,4,2,6,No,4,1,Yes
36,5,19437.0,8,3,23,Yes,2,3,No
24,1,3731.0,5,0,10,No,4,3,Yes
35,4,13910.0,2,1,12,No,4,4,No
31,2,6675.0,6,1,13,No,3,1,Yes
46,5,19262.0,1,3,16,No,4,4,No
27,1,3318.0,2,0,18,No,3,2,Yes
31,2,6136.0,3,0,14,No,4,2,Yes
53,5,19692.0,13,3,7,No,3,4,No
45,4,13306.0,6,2,14,No,3,1,Yes
29,5,18715.0,2,3,9,No,3,4,No
40,3,9202.0,4,3,6,No,3,1,Yes
44,5,20685.0,10,3,19,No,4,4,No
29,3,8531.0,1,1,5,No,3,1,Yes
43,4,13913.0,7,2,3,No,4,4,No
33,1,4086.0,4,0,13,Yes,3,1,Yes
